Number,Sex,Victim,Fake News type,Sources,Rip off
2261,Male,0,Social Media Sharing,Social Media,0
2262,Female,0,Deliberate Misinformation,Word of Mouth,0
2263,Female,0,Social Media Sharing,Social Media,1
2264,Male,1,Social Media Sharing,Social Media,1
2265,Male,1,Social Media Sharing,The Internet,1
2266,Female,1,Deliberate Misinformation,The Internet,0
2267,Female,0,Deliberate Misinformation,Social Media,0
2268,Male,1,Social Media Sharing,Word of Mouth,1
2269,Female,1,Social Media Sharing,Social Media,1
2270,Female,0,Deliberate Misinformation,The Internet,0
2271,Male,1,Social Media Sharing,The Internet,0
2272,Male,0,Social Media Sharing,Social Media,0
2273,Female,1,Social Media Sharing,Social Media,1
2274,Female,0,Deliberate Misinformation,Social Media,1
2275,Male,0,Deliberate Misinformation,Word of Mouth,1
2276,Male,1,Social Media Sharing,The Internet,1
2277,Male,1,Social Media Sharing,Word of Mouth,1
2278,Female,0,Deliberate Misinformation,The Internet,1
2279,Male,1,Deliberate Misinformation,The Internet,1
2280,Male,0,Deliberate Misinformation,Social Media,1
2281,Female,0,Social Media Sharing,The Internet,0
2282,Male,1,Deliberate Misinformation,Word of Mouth,1
2283,Male,0,Deliberate Misinformation,Word of Mouth,0
2284,Female,0,Deliberate Misinformation,Social Media,0
2285,Male,0,Social Media Sharing,Social Media,0
2286,Male,1,Social Media Sharing,The Internet,1
2287,Female,0,Social Media Sharing,Social Media,1
2288,Male,1,Deliberate Misinformation,The Internet,1
2289,Female,1,Deliberate Misinformation,Word of Mouth,0
2290,Female,1,Social Media Sharing,Word of Mouth,0
2291,Female,1,Deliberate Misinformation,The Internet,1
2292,Male,0,Deliberate Misinformation,The Internet,0
2293,Female,0,Social Media Sharing,Social Media,0
2294,Male,1,Deliberate Misinformation,Social Media,1
2295,Female,0,Deliberate Misinformation,The Internet,1
2296,Female,1,Social Media Sharing,Social Media,0
2297,Female,0,Deliberate Misinformation,Word of Mouth,1
2298,Male,0,Social Media Sharing,Social Media,0
2299,Male,0,Social Media Sharing,Word of Mouth,0
2300,Female,0,Social Media Sharing,Social Media,0
2301,Female,0,Deliberate Misinformation,The Internet,1
2302,Female,0,Deliberate Misinformation,Word of Mouth,1
2303,Male,0,Social Media Sharing,Social Media,1
2304,Female,1,Deliberate Misinformation,The Internet,0
2305,Female,0,Deliberate Misinformation,Word of Mouth,1
2306,Female,0,Deliberate Misinformation,The Internet,0
2307,Female,0,Deliberate Misinformation,Social Media,0
2308,Male,0,Deliberate Misinformation,Social Media,0
2309,Male,1,Deliberate Misinformation,The Internet,0
2310,Male,0,Social Media Sharing,Word of Mouth,1
2311,Male,1,Deliberate Misinformation,Word of Mouth,1
2312,Female,1,Deliberate Misinformation,The Internet,0
2313,Male,1,Social Media Sharing,The Internet,0
2314,Male,0,Deliberate Misinformation,Word of Mouth,0
2315,Female,1,Deliberate Misinformation,Word of Mouth,1
2316,Female,1,Social Media Sharing,Word of Mouth,1
2317,Female,0,Social Media Sharing,The Internet,0
2318,Male,0,Social Media Sharing,The Internet,1
2319,Female,1,Deliberate Misinformation,Social Media,1
2320,Male,1,Social Media Sharing,The Internet,1
2321,Female,0,Social Media Sharing,Word of Mouth,0
2322,Male,1,Deliberate Misinformation,The Internet,1
2323,Female,1,Deliberate Misinformation,The Internet,1
2324,Female,1,Social Media Sharing,Social Media,0
2325,Male,0,Deliberate Misinformation,The Internet,0
2326,Male,0,Social Media Sharing,The Internet,1
2327,Male,0,Social Media Sharing,The Internet,0
2328,Female,0,Social Media Sharing,The Internet,1
2329,Female,1,Deliberate Misinformation,Word of Mouth,1
2330,Female,0,Deliberate Misinformation,Word of Mouth,0
2331,Male,1,Social Media Sharing,The Internet,0
2332,Male,0,Deliberate Misinformation,Social Media,0
2333,Male,0,Deliberate Misinformation,Social Media,0
2334,Female,0,Deliberate Misinformation,The Internet,1
2335,Female,0,Deliberate Misinformation,Social Media,0
2336,Male,1,Deliberate Misinformation,Word of Mouth,0
2337,Female,0,Deliberate Misinformation,Social Media,0
2338,Female,1,Social Media Sharing,Word of Mouth,0
2339,Female,0,Deliberate Misinformation,Word of Mouth,1
2340,Female,1,Deliberate Misinformation,Word of Mouth,0
2341,Female,1,Deliberate Misinformation,Social Media,1
2342,Male,0,Deliberate Misinformation,Social Media,0
2343,Male,0,Deliberate Misinformation,Word of Mouth,0
2344,Male,1,Social Media Sharing,The Internet,1
2345,Male,0,Deliberate Misinformation,Social Media,0
2346,Male,1,Deliberate Misinformation,Word of Mouth,1
2347,Male,0,Social Media Sharing,The Internet,1
2348,Male,0,Social Media Sharing,Word of Mouth,0
2349,Male,1,Deliberate Misinformation,Social Media,0
2350,Male,1,Deliberate Misinformation,Social Media,1
2351,Male,0,Deliberate Misinformation,Word of Mouth,1
2352,Female,0,Deliberate Misinformation,Social Media,1
2353,Female,1,Deliberate Misinformation,The Internet,0
2354,Male,0,Social Media Sharing,Social Media,0
2355,Female,1,Deliberate Misinformation,The Internet,1
2356,Male,0,Deliberate Misinformation,Word of Mouth,1
2357,Female,0,Deliberate Misinformation,Social Media,1
2358,Female,1,Deliberate Misinformation,The Internet,1
2359,Male,0,Deliberate Misinformation,Social Media,0
2360,Female,1,Deliberate Misinformation,Word of Mouth,1
2361,Female,0,Deliberate Misinformation,The Internet,1
2362,Male,1,Deliberate Misinformation,Word of Mouth,1
2363,Female,0,Social Media Sharing,Social Media,1
2364,Female,0,Social Media Sharing,Word of Mouth,0
2365,Male,0,Social Media Sharing,The Internet,0
2366,Female,0,Deliberate Misinformation,The Internet,1
2367,Female,1,Social Media Sharing,The Internet,1
2368,Female,0,Deliberate Misinformation,Word of Mouth,1
2369,Male,1,Social Media Sharing,Social Media,0
2370,Male,1,Social Media Sharing,Social Media,0
2371,Male,1,Deliberate Misinformation,Word of Mouth,1
2372,Female,1,Social Media Sharing,Word of Mouth,0
2373,Female,1,Social Media Sharing,Word of Mouth,1
2374,Male,0,Social Media Sharing,Word of Mouth,0
2375,Male,1,Deliberate Misinformation,The Internet,1
2376,Male,0,Deliberate Misinformation,Social Media,0
2377,Female,0,Deliberate Misinformation,Word of Mouth,0
2378,Female,0,Deliberate Misinformation,Word of Mouth,1
2379,Male,0,Deliberate Misinformation,The Internet,1
2380,Male,0,Deliberate Misinformation,Social Media,1
2381,Male,1,Social Media Sharing,Social Media,1
2382,Male,0,Deliberate Misinformation,Word of Mouth,1
2383,Female,0,Social Media Sharing,Social Media,1
2384,Female,0,Social Media Sharing,The Internet,0
2385,Female,0,Deliberate Misinformation,Social Media,0
2386,Male,1,Deliberate Misinformation,The Internet,1
2387,Male,0,Social Media Sharing,The Internet,0
2388,Male,0,Social Media Sharing,The Internet,0
2389,Male,1,Deliberate Misinformation,Word of Mouth,1
2390,Male,1,Social Media Sharing,Word of Mouth,1
2391,Female,1,Deliberate Misinformation,The Internet,1
2392,Female,0,Deliberate Misinformation,The Internet,1
2393,Male,1,Social Media Sharing,The Internet,1
2394,Female,0,Deliberate Misinformation,The Internet,1
2395,Female,0,Deliberate Misinformation,The Internet,0
2396,Male,0,Social Media Sharing,The Internet,0
2397,Female,1,Social Media Sharing,The Internet,0
2398,Male,1,Deliberate Misinformation,Social Media,1
2399,Male,1,Deliberate Misinformation,Social Media,0
2400,Male,1,Deliberate Misinformation,Word of Mouth,1
2401,Female,0,Social Media Sharing,The Internet,0
2402,Female,0,Deliberate Misinformation,The Internet,0
2403,Female,0,Deliberate Misinformation,Social Media,1
2404,Male,1,Deliberate Misinformation,Word of Mouth,1
2405,Female,0,Social Media Sharing,The Internet,1
2406,Female,1,Deliberate Misinformation,Social Media,0
2407,Female,1,Social Media Sharing,The Internet,0
2408,Male,1,Deliberate Misinformation,Word of Mouth,0
2409,Male,0,Social Media Sharing,Social Media,1
2410,Female,1,Deliberate Misinformation,Social Media,1
2411,Female,0,Social Media Sharing,Social Media,1
2412,Female,0,Social Media Sharing,Social Media,0
2413,Male,1,Social Media Sharing,Social Media,0
2414,Female,1,Social Media Sharing,Word of Mouth,0
2415,Male,1,Deliberate Misinformation,The Internet,0
2416,Female,1,Social Media Sharing,Word of Mouth,1
2417,Male,0,Social Media Sharing,Word of Mouth,0
2418,Female,1,Deliberate Misinformation,Social Media,1
2419,Female,0,Deliberate Misinformation,Social Media,0
2420,Male,1,Deliberate Misinformation,Social Media,1
2421,Female,0,Social Media Sharing,Word of Mouth,0
2422,Male,1,Deliberate Misinformation,The Internet,1
2423,Female,1,Deliberate Misinformation,Social Media,0
2424,Male,0,Social Media Sharing,Social Media,1
2425,Female,0,Social Media Sharing,The Internet,0
2426,Female,0,Social Media Sharing,The Internet,1
2427,Male,1,Social Media Sharing,Social Media,0
2428,Male,0,Social Media Sharing,The Internet,1
2429,Male,0,Deliberate Misinformation,Word of Mouth,0
2430,Female,0,Deliberate Misinformation,Word of Mouth,0
2431,Female,0,Deliberate Misinformation,The Internet,0
2432,Male,0,Social Media Sharing,Social Media,0
2433,Female,1,Social Media Sharing,The Internet,0
2434,Male,1,Deliberate Misinformation,Social Media,0
2435,Male,0,Social Media Sharing,Word of Mouth,0
2436,Male,1,Deliberate Misinformation,Social Media,0
2437,Male,1,Deliberate Misinformation,The Internet,1
2438,Male,1,Deliberate Misinformation,Social Media,1
2439,Female,0,Deliberate Misinformation,Social Media,1
2440,Female,1,Social Media Sharing,Word of Mouth,1
2441,Female,1,Deliberate Misinformation,Social Media,0
2442,Female,1,Social Media Sharing,The Internet,0
2443,Female,0,Social Media Sharing,Word of Mouth,1
2444,Female,0,Social Media Sharing,Word of Mouth,0
2445,Female,0,Deliberate Misinformation,The Internet,0
2446,Male,1,Social Media Sharing,Social Media,1
2447,Female,1,Deliberate Misinformation,Social Media,1
2448,Female,1,Deliberate Misinformation,Social Media,1
2449,Female,1,Social Media Sharing,The Internet,0
2450,Female,1,Deliberate Misinformation,The Internet,1
2451,Male,0,Deliberate Misinformation,Social Media,1
2452,Female,1,Deliberate Misinformation,Social Media,0
2453,Male,0,Deliberate Misinformation,The Internet,1
2454,Male,0,Social Media Sharing,The Internet,0
2455,Female,1,Deliberate Misinformation,Word of Mouth,0
2456,Male,1,Social Media Sharing,Word of Mouth,0
2457,Female,1,Social Media Sharing,Word of Mouth,1
2458,Male,1,Deliberate Misinformation,Social Media,1
2459,Female,1,Social Media Sharing,The Internet,1
2460,Female,1,Social Media Sharing,Word of Mouth,0
2461,Female,1,Deliberate Misinformation,The Internet,0
2462,Male,0,Social Media Sharing,Word of Mouth,0
2463,Male,0,Deliberate Misinformation,The Internet,1
2464,Male,1,Social Media Sharing,Word of Mouth,0
2465,Female,1,Deliberate Misinformation,Social Media,0
2466,Male,0,Social Media Sharing,The Internet,0
2467,Male,0,Social Media Sharing,The Internet,0
2468,Female,1,Social Media Sharing,The Internet,1
2469,Female,1,Deliberate Misinformation,Social Media,1
2470,Female,0,Social Media Sharing,The Internet,0
2471,Male,0,Social Media Sharing,The Internet,1
2472,Female,1,Social Media Sharing,The Internet,1
2473,Male,1,Social Media Sharing,The Internet,0
2474,Female,0,Deliberate Misinformation,The Internet,1
2475,Male,0,Deliberate Misinformation,Social Media,1
2476,Female,1,Deliberate Misinformation,Social Media,1
2477,Female,1,Deliberate Misinformation,Social Media,0
2478,Female,1,Social Media Sharing,Word of Mouth,1
2479,Female,0,Social Media Sharing,The Internet,1
2480,Female,1,Deliberate Misinformation,Social Media,0
2481,Male,1,Deliberate Misinformation,The Internet,1
2482,Female,0,Deliberate Misinformation,Word of Mouth,0
2483,Female,0,Social Media Sharing,The Internet,1
2484,Male,1,Deliberate Misinformation,Word of Mouth,1
2485,Female,1,Deliberate Misinformation,Word of Mouth,0
2486,Female,0,Deliberate Misinformation,The Internet,0
2487,Male,0,Deliberate Misinformation,Word of Mouth,1
2488,Female,1,Social Media Sharing,Word of Mouth,1
2489,Female,1,Deliberate Misinformation,The Internet,1
2490,Female,0,Social Media Sharing,Word of Mouth,0
2491,Female,1,Social Media Sharing,The Internet,1
2492,Female,0,Social Media Sharing,The Internet,0
2493,Female,0,Social Media Sharing,Social Media,1
2494,Male,1,Deliberate Misinformation,Social Media,1
2495,Male,1,Deliberate Misinformation,Social Media,1
2496,Male,1,Social Media Sharing,The Internet,1
2497,Male,1,Deliberate Misinformation,Word of Mouth,1
2498,Female,0,Social Media Sharing,Social Media,0
2499,Male,0,Deliberate Misinformation,Word of Mouth,1
2500,Female,0,Deliberate Misinformation,Social Media,0
2501,Female,0,Deliberate Misinformation,Social Media,0
2502,Male,1,Social Media Sharing,Word of Mouth,1
2503,Male,1,Social Media Sharing,The Internet,0
2504,Male,0,Deliberate Misinformation,Social Media,0
2505,Male,0,Deliberate Misinformation,Social Media,1
2506,Male,0,Deliberate Misinformation,The Internet,0
2507,Female,1,Social Media Sharing,Social Media,0
2508,Female,0,Deliberate Misinformation,The Internet,0
2509,Female,0,Deliberate Misinformation,Word of Mouth,1
2510,Male,1,Deliberate Misinformation,The Internet,0
2511,Female,0,Social Media Sharing,Word of Mouth,0
2512,Male,1,Social Media Sharing,Social Media,0
2513,Female,1,Deliberate Misinformation,Social Media,0
2514,Male,0,Deliberate Misinformation,Social Media,0
2515,Male,0,Deliberate Misinformation,Social Media,0
2516,Male,1,Social Media Sharing,Word of Mouth,0
2517,Female,1,Deliberate Misinformation,Social Media,1
2518,Male,0,Social Media Sharing,The Internet,0
2519,Male,0,Deliberate Misinformation,Social Media,1
2520,Male,1,Deliberate Misinformation,Social Media,1
2521,Male,1,Deliberate Misinformation,Social Media,0
2522,Female,0,Social Media Sharing,Social Media,0
2523,Male,1,Deliberate Misinformation,Social Media,1
2524,Female,1,Social Media Sharing,Word of Mouth,1
2525,Female,0,Social Media Sharing,Social Media,1
2526,Female,1,Deliberate Misinformation,Word of Mouth,1
2527,Female,1,Deliberate Misinformation,Word of Mouth,0
2528,Female,0,Social Media Sharing,The Internet,1
2529,Male,0,Social Media Sharing,Social Media,1
2530,Female,0,Social Media Sharing,The Internet,0
2531,Female,0,Social Media Sharing,The Internet,0
2532,Male,0,Deliberate Misinformation,The Internet,0
2533,Male,1,Deliberate Misinformation,Word of Mouth,0
2534,Female,1,Deliberate Misinformation,The Internet,0
2535,Male,0,Deliberate Misinformation,The Internet,0
2536,Female,0,Deliberate Misinformation,The Internet,0
2537,Male,0,Deliberate Misinformation,The Internet,1
2538,Male,0,Deliberate Misinformation,Social Media,0
2539,Female,0,Deliberate Misinformation,The Internet,1
2540,Male,1,Deliberate Misinformation,The Internet,1
2541,Female,0,Social Media Sharing,Social Media,1
2542,Male,1,Deliberate Misinformation,The Internet,1
2543,Male,0,Social Media Sharing,Social Media,0
2544,Male,1,Deliberate Misinformation,Word of Mouth,0
2545,Male,0,Social Media Sharing,The Internet,1
2546,Male,0,Deliberate Misinformation,The Internet,1
2547,Female,0,Deliberate Misinformation,Social Media,1
2548,Female,0,Deliberate Misinformation,The Internet,1
2549,Male,1,Deliberate Misinformation,Word of Mouth,1
2550,Female,1,Deliberate Misinformation,Word of Mouth,1
2551,Female,0,Deliberate Misinformation,The Internet,0
2552,Male,0,Social Media Sharing,The Internet,1
2553,Male,0,Social Media Sharing,Social Media,0
2554,Male,1,Deliberate Misinformation,Social Media,1
2555,Female,1,Social Media Sharing,The Internet,0
2556,Female,0,Deliberate Misinformation,The Internet,1
2557,Male,1,Social Media Sharing,Word of Mouth,0
2558,Female,1,Deliberate Misinformation,Social Media,0
2559,Male,1,Social Media Sharing,The Internet,1
2560,Female,0,Deliberate Misinformation,Word of Mouth,1
2561,Female,0,Social Media Sharing,The Internet,0
2562,Female,0,Deliberate Misinformation,Social Media,0
2563,Female,1,Social Media Sharing,Word of Mouth,1
2564,Female,0,Deliberate Misinformation,Social Media,0
2565,Female,1,Social Media Sharing,Word of Mouth,0
2566,Male,0,Deliberate Misinformation,The Internet,1
2567,Male,0,Social Media Sharing,The Internet,0
2568,Male,0,Deliberate Misinformation,The Internet,1
2569,Male,1,Deliberate Misinformation,Word of Mouth,0
2570,Female,1,Deliberate Misinformation,The Internet,0
2571,Male,0,Social Media Sharing,Social Media,1
2572,Female,0,Social Media Sharing,Social Media,0
2573,Female,0,Social Media Sharing,Social Media,1
2574,Male,1,Social Media Sharing,Word of Mouth,1
